aparelho;ord;avaliacao;estrela
a23;538;Produto perfeito!;5
a23;545;Muito bom o celular;5
a23;552;Celular muito bom, cumpre o que promete, rolagem flu°da e os 4GB de RAM j† s∆o suficientes para manter m£ltiplos aplicativos abertos ou para jogar a maioria dos jogos atuais, estou extremamente satisfeito.;5
a23;559;Otimo produto, preco razo†vel, boas opá‰es de parcelamento e entrega r†pida, menos de 24h.;5
a23;566;Produto ¢timo, cÉmera perfeita e o que superou foi a entrega de flash, conforme data informada e feliz ficou o aniversariante do dia.;5
a23;573;Muito bom recomendado;5
a23;580;Boa qualidade.;4
a23;587;Estou usando a 1 dia, atÇ agora o produto parece ser muito bom,;5
a23;594;Superou minhas expectativas ameiiii ????????;5
a23;601;‡timo produto estou gostando a entrega superrrr r†pida chegou em 3 dias!;5
a23;608;Super recomendo. Superaram as expectativas;5
a23;615;Recebi em excelentes condiá‰es.;4
a23;622;O celular Ç ¢timo, valeu super a pena !;5
a23;629;Muito bom;5
a23;636;Recomendo atendeu minhas expectativas.;5
a23;643;Produto de excelente qualidade e custo benef°cio!;5
a23;650;Produto de excelente qualidade e custo benef°cio!;5
a23;657;Bom custo benef°cio;5
a23;664;Apeser de ele n∆o ter sido embalado com pastico bolha para n∆o sofrer nada eu veio intacto e a entrega Ç super r†pida e o celular Ç muito bom para os meus afazeres. Veio com carregador s¢ n∆o veio com fones mais com o custo benef°cio da promoá∆o que tive valeu muito a pena e n∆o peguei garantia s¢ a do fabricante.;5
a23;671;exelente produto. camera exelente;5
a23;678;Super satisfeita;5
a23;685;Lindo, pr†tico atende minhas expectativas!;5
a23;692;Adorei o celular, muito bom e mega r†pido tambÇm pelo valor;5
a23;699;Top muito bom .atÇ o momento;5
a23;706;O celular Ç muito bonito e bom;5
a23;713;Aparelho de desempenho compat°vel com o preáo, cÉmeras ok som ok, bom aparelho;5
a23;720;Infelizmente n∆o vou poder opinar sobre o celular, pois fui roubada quando cheguei em casa.;5
a23;727;Atende perfeitamente minhas necessidades, com um bom espaáo dispon°vel.;5
a23;734;Pena que vem sem fone de ouvido e sem capinha protetora.;4
a23;741;"Este smartphone atende muito bem Ös expectativas e ainda tem peso e aparància boa. Achei que devido Ö tela grande (6,6"") seria dif°cil usar com apenas uma m∆o mas isso n∆o ocorreu. Detalhe, o desbloqueio por digital Ç muito r†pido.";5
a23;748;O produto Ç bom gostei indico.;5
a23;755;Eu adorei o telefone muito bom!;5
a23;762;Adorei o celular, excelente compra, recomendo, entrega super rapida...tudo perfeito;5
a23;769;Produto perfeito!! Superou minhas expectativas!;5
a23;776;Muito bom, cÉmera excelente e de f†cil manuseio.;5
a23;783;Muito bom o produto boa qualidade;4
a23;790;‡tima compra. R†pido e bom preáo;5
a23;797;‡timo custo benef°cio , celular muito bom;5
a23;804;Produto muito bom recomendo. Por tanto e o segundo que estou comprando em uma semana;5
a23;811;Produtos impec†vel, chegou na data prevista,bem embalado;5
a23;818;Excelente produto, chegou antes do imprevisto, gostei bastante ??;5
a23;825;Eu super amei muito lindo cÉmera ¢tima bateria excelente;5
a23;832;Veio bem embalado, Ç lindo e a bateria dura muito.;5
a23;839;Celulare muito bem pela faixa de preáo;5
a23;846;Eu gostei bastante, atende perfeitamente.;5
a23;853;Dentro da expectativa pelo valor. Tinha um galaxy s8, para o meu uso s¢ senti diferenáa na qualidade da tela, do aparelho anterior era melhor. Bateria tem me atendido com sobras.;5
a23;860;Atende as expectativas;4
a23;866;Produto ¢timo uma cÉmera excelente e r†pido;5
a23;872;‡timo tamanho , funcionalidade , apresentaá∆o dos °cones , fotos;5
a23;878;‡timo custo e benef°cio;5
a23;884;Amei muito;5
a23;890;Aparelho atendeu as expectativas;5
a23;896;Entrega o que promete;5
a23;902;Sem d£vida, produto excelente, duraá∆o bateria Ç sensacional, dura muito.;5
a23;908;Ç um dos melhores celulares pelo que cobram, boa tela, boa cÉmera. Paguei 1300 e n∆o me arrependo.;4
a23;914;Gostei bastante e estou satisfeita com a compra. Amei a qualidade da imagem do aparelho, a interface , a bateria dura 2 dias e esteticamente Ç um aparelho bonito.;5
a23;920;Infelizmente n∆o consegui usar, o celular veio com bugs na tela;1
a23;926;Produto ¢timo, adorei, o prazo tambÇm chegou bem antes do esperado;5
a23;932;Bom telefone mais meio caro para o tamanho do ram apenas 4gb;3
a23;938;‡timo aparelho;5
a23;944;Vale a pena pelo ¢timo custo benef°cio;5
a23;950;Produto com ¢timo custo benef°cio e ¢timo funcionamento.;5
a23;956;Indico, Ç um excelente celular. Dependendo da utilizaá∆o a bateria n∆o dura 1 dia. Fora isso, Ç otimo.;4
a23;962;Designer inovador, veio em perfeito estado;5
a23;968;Muito excelentes;5
a23;974;Trava, varios bugs, a gente cancela o download e tenta baixar 3 n∆o baixa, tira o carregador e fica a notificaá∆o de conectado e desconectado por dias. Lento.;2
a23;980;Muito bom, adorei o tamanho, preáo e a rapidez na liberaá∆o do produto.;5
a13;;O celular nao ligou....;1
a13;;Primeiro celular que vejo que nao vem com fone nunca vi isso na minha vida!! Se soubesse nao comprava!!;1
a13;;Quero meu celular;1
a13;;Comprei o aparelho e bom.porem o meu veio com problema no sensor de proximidade. TROCA ATRASADA. aguardando VOCES ME ENTREGAREM. depois mudo a avaliacao;1
a13;;eu comprei 128gb e recebi 64GB!!!!!;1
a13;;nao veio fone de ouvido;1
a13;;O celular veio com problema e so reproduz os videos em camera lenta tipo travando ja entrei em contato com o suporte tecnico da Samsung e nao resolveram nada. Apenas dinheiro jogado no lixo. Nao recomendo esse celular... P«?SSIMO!!!;1
a13;;Produto dentro da espectativa o ruim foi a entrega;1
a13;;Eu comprei 6 celular vei embalagens pessima sem protecao nenhuma to indignada com essa situacao;1
a13;;Tive meu outro celular furtado entao precisei comprar outro as pressas. Acabei dando de cara com esse. Achei legal os 128gb de armazenamento. Porem o processador e extremamente lento. Preciso aguardar uns 3 segundos ou mais para abrir um aplicativo. A camera e de pessima qualidade. Para que tantas cameras se nenhuma tem qualidade? Fez uma semana que comprei e todos os dias sinto vontade de joga-lo na parede. Nao caiam nessa do maior armazenamento sem avaliar as outras propriedades. A Samsung deveria ter vergonha de vender um produto tao fraco. Assim que organizar minha vida de novo irei para outra marca com toda certeza.;1
a13;;Vou devolver;1
a13;;Comprei o produto e ele veio usado com chip e configuracao de outra pessoa;1
a13;;nao liga.;1
a13;;uma vergonha de celular. ninguem da americana fala nada e nem ajuda. parou de carregar com menos de 20 dias de uso nao comprem esse aparelho uma porcaria!!!!;1
a13;;Tem nem 20 dia que comprei o celuar e o celuar nao esta querendo carregar estou decepcionada to tentando entrar em contato e ninguem me ajuda;1
a13;;Trava muito nao consigo abri varias coisas a mesmo tempo que para tudo;1
a13;;Nao dura 24 horas a bateria;2
a13;;Apresenta solavancos ao rolar a tela em redes sociais e apps ou seja a tela nao desliza suave. Modelo tambem nao possui controle de saturacao do ecra.;2
a13;;Deu muita dor de cabeca. Ao inves de trocarem no primeiro problema que deu foi a placa eles ficaram arrumando. E toda vez perdia a pelicula de vidro. Na 3 vez dizem que trocaram. Nao deu mais problema..mas... So dor de cabeca;2
a13;;Faltam algumas funcoes essenciais a um telefone celular;2
a13;;Nao veio a cor que comprei. So fiquei com o produto pq seria ruim pra mim fazer a troca.;2
a13;;Otimo produtor;2
a13;;Troquei porque o meu era velhinho de 2008 um redmi 8 achei esse muito lento pelas configuracao era pra ser superior ao meu antigo;2
a13;;Um celular bem regular muito basico ate mesmo para a quantidade de RAM e ROM dele. Quando digo basico e BASICO mesmo! Se houver 3 abas abertas ja da muitas engasgadas coisa que nao ocorre no M22 (que e muito superior). Aplicativos de streaming fecham de vez em quando porque a RAM nao aguenta. A prometida RAM Plus nao ajuda em nada (ela e ativada quando o sistema acha que deve ativa-la vai entender!). Comprei o meu na Americanas cor azul. Ele e muito bonito mas ruim. Digo com sinceridade. O M22 tem 4gb/128gb e supera ele! Nao sei qual o problema do A13 talvez o processador seja muito fraco. Serio ate em jogos leves YouTube WeTv etc. ele vai dar umas travadas super chatas e fecha os apps (ue e a RAM+?). Gaste um pouco mais mas compre algo melhor. Esse nao vale a pena pelo preco que cobram. Comprei em um momento de necessidade e nao podia gastar quase nada. Que arrependimento... Ponto positivo dele e: cameras boas tela grande design bonito e bateria dura bem.;2
a13;;Bom custo beneficio mad a entrega deixou a desejar uma semana de atraso para uma era o de sua vida depende disso!!;3
a13;;Bom produto;3
a13;;Porem descarrega muito rapido;3
a13;;Faltou cuidado no transporte a caixa veio toda amassada mas o produto veio intacto.;3
a13;;Pelo preco esta otimo;3
a13;;Ruim lembro. Nao gostei da camera e o botao principal trava sempre na hora de voltar para a pagina inicial.Tinha um celular J4 da Samsung e era mais eficiente que este;3
a13;;Muito bom triste pq nao vem fone de ouvido;3
a13;;Caro pelo desempenho que oferece. Basicamente um mesmo aparelho mediano da Samsung de dois anos atras mas com 128GB.;3
a13;;4 meses de uso. Fiquei muito triste;3
a13;;Preco bom chegou dentro do prazo otima camera bom de espaco mas a bateria nao e tao duradoura como prometia;3
a13;;Produto de boa qualidade;3
a13;;A cor e horrivel nao gostei MT feia devia ser preto nao cinza;3
a13;;deixa a desejar Travando demais fica pedindo atualizacao quase todos os dias;3
a13;;Apresentou defeito com menos de 60 dias da compra;3
a13;;Cade o fone de ouvido? Era so o que faltava alem de pagar caro no aparelho tem comprar o fone de ouvido e em alguns casos ate o carregador ?;3
a13;;Nao gostei de nao vim fone de ouvido fora isso a bateria e muito boa;3
a13;;Produto maravilhoso comparado ao custo-beneficio.;4
a13;;Chegou bem rapido o produto entrega o desempenho necessario e e bonito;4
a13;;so faltava ter a tecnologia 5g pra ficar ainda melhor!;4
a13;;Nao deixa nada a desejar;4
a13;;Entregue no prazo combinado produto bom.;4
a13;;a camera e top Muito bom camera top;4
a13;;Muito bom vale a pena;4
a13;;Bom produto atendeu minha expectativa.;4
a13;;O produto atende as especificacoes do anuncio.;4
a13;;Boa camera e memoria.;4
a13;;Adorei chegou bem rapido;4
a13;;Pra quem tem interesse em ter um celular bom e proximo aos mais baratos vale a pena.;4
a13;;Gostei bastante camera muito boa tamanho bom. Recomendo.;4
a13;;Comprei para minha mae que nao precisa de muita coisa. Entao pelo custo-beneficio foi uma otima adesao.;4
a13;;EXCELENTE CUSTO BENEFICIO;4
a13;;O aparelho e bom pena que nao vem mais com o fone de ouvido tem que compra separado;4
a13;;Celular muito bom.;4
a13;;Atender a necessidade;4
a13;;Celular bom atende as espectativas valor exelente;4
a13;;Produto de acordo com as espectativas;4
a13;;Preco muito em conta para quem usa o telefone para ligacoes redes sociais bancos e jogos;4
a13;;Leitor biometrico Pessimo. Dificil d e configurar e pior para desbloquear os apps. Fora isso e otimo!;4
a13;;Comprei pra 1 amigo;4
a13;;O celular nao vem com fone e a entrada e na parte inferior do aparelho.;4
a13;;Pelo valor cumpre bem as suas funcoes este e um celular mediano para uso de funcoes simples. Comprei para o meu marido e ele gostou ele ate joga jogos com ele.;4
a13;;Amei o produto preco dentro do esperado tamanho maravilhoso. Uma otima aquisicao esta sendo uma otima experiencia.;4
a13;;Produto bom com otimo custo beneficio.;4
a13;;gostei muito!;4
a13;;Ele gostou;4
a13;;Achei bom mais falta algumas coisa tipo fone de ouvido se continuar assim vao tirar ate o carregador..;4
a13;;Demorou so na entrega mas o produto e otimo;4
a13;;Super recomendo;4
a13;;Otimo celular nao trava otima memoria estou gostando;4
a13;;Otimo dia pra voce tambem;4
a13;;Muito bom exelente celularç;4
a13;;Muito bom de memoria mas as vezes trava;4
a13;;bom produto bom custo beneficio.;4
a13;;Bom aparelho boa tela e armazenamento interno.;4
a13;;Mas procurava algo mais barato e que atendesse algumas coisas.;4
a13;;Produto otima qualidade;4
a13;;Gostei bastante;4
a13;;So nao gostei porque ele nao tem a pasta segura mais fora isso e muito bom o aparelho recomendo;4
a13;;Otimo custo beneficio recomendo;4
a13;;O produto e bonito e parece ser bom vamos avaliar melhor apos o uso.;4
a13;;Eu dei sorte pq comprei por 1 079 e agora vi que esta por 1 690 ou algo assim. Um otimo celular pra quem mexe com apps que nao requerem rapidez. Para jogos pode ser um celular maiz devagar mas como nao jogo nao me importo com isso.;4
a13;;Ate agora esta bom sem travar.;4
a13;;No geral se trata de um bom aparelho atendeu as minhas necessidades. Nao vem fone de ouvido um grave erro da sansung;4
a13;;Bom custo beneficio... infelizmente nao localizei a pasta segura nessa versao e uma pena;4
a13;;Produto baum gostei uma otima bateria;4
a13;;Entrega rapido. Produto de qualidade.;4
a13;;Celular mediano. Otimo para ser o 1 telefone ou para quem usa pouco. Ele Atende funcoes basicas porem em menos de 1 mes de uso ja apresenta lentidao e bugs.;4
a13;;Tela e grande o espaco tambem. Resolucao da camera traseira e excelente a frontal nem tanto mas e boa. Bateria dura muito. So nao tem tanta fluidez como imaginei achei que fosse um pouco mais rapido.;4
a13;;O celular chegou antes do prazo. Facil de manusear. Bonito. Pena que nao veio fone de ouvido;4
a13;;E o que esperaba funciona bem;4
a13;;Amei super indico;4
a13;;Pra quem nao procura muita qualidade esse e o celular ideal;4
a13;;Compativel com o valor e uso pretendido.;4
a13;;O produto parece bom por enquanto ta tudo certo;4
a13;;Produto e excelente a tela e incrivel as fotos ficam com uma otima qualidade;4
a13;;Produto bom preco acessivel!;4
a13;;Gostei da minha compra;4
a13;;Produto de excelente qualidade recomendo;4
a13;;Adorei futuramente comprarei outro.;4
a13;;Achei muito bom o preco porem ao utiliza-lo achei um pouco mais lento que o Samsung M12 que utilizava. Mas achei um bom custo-beneficio.;4
a13;;Comprei para dar de presente para minha mae ela gostou muito do aparelho e disse que ta suprindo perfeitamente as necessidades dela. Tem um otimo custo beneficio.;4
a13;;A qualidade da camera e boa tem um design bom comprei pra meu filho e ele gostou bastante.;4
a13;;satisfeito nao costumo jogar no demais sem problemas;4
a13;;Gostei muito bonito chegou dentro do prazo.;4
a13;;Gostei do tamanho do aparelho da memoria interna o som e otimo e o preco esta dentro das minhas condicoes para pagar!;4
a13;;Da para quebra o ganho mais nao recomendo;4
a13;;Otimo custo beneficio produto bem acabado e parece ser de qualidade. Mais leve e fino do que eu esperava. Parabens a Samsung.;4
a13;;Atende a nescesssidade do dia a dia.;4
a13;;Muito satisfatorio;4
a13;;Chegou bem embalado w rapido a entrega eu recomendo obrigada;4
a13;;Otima gostei demais;4
a13;;Otimo aparelho pena que nao vem com fones de ouvido senao dava 5 estrelas;4
a13;;Pelo preco e bom;4
a13;;Pouco tempo pararava avaliar o desempenho mas por enquanto estou gostando do aparelho.lembrando que pelo site e muito mais em conto do que na loja fisica;4
a13;;So faltou a nota fiscal desse produto favor enviar no email ednampaula@hotmail.com;4
a13;;telefone com pouco tempo de uso ate o momento vem atendendo minhas necessidades;4
a13;;gostei. Produto bom pelo preco e com uma camera razoavel.;4
a13;;O produto e muito bom vale o preco;4
a13;;Excelente celular chegou antes do prazo.;4
a13;;Otimo custo beneficio;4
a13;;Chegou antes do prazo;4
a13;;Gostei muito otima qualidade por um preco justo. Design bonito.;4
a13;;um pouco lento as vezes mas considerando a faixa de preco e aceitavel o destaque e a bateria dura o dia inteiro facil dois se voce nao usar muito.;4
a13;;comprei para dar de presente acredito que a pessoa ficou muito feliz;4
a13;;So a bateria que nao segura carga por muito tempo;4
a13;;Aparentemente bom custo beneficio razoavel vale a pena conprar;4
a13;;produto bem embalado pontualidade na entrega. Recomendo!;4
a13;;Muito bom o produto porem poderia vir com fones de ouvidos.;4
a13;;Gostei bastante;4
a13;;Um bom celular para a faixa de preco. Mas poderia ser vendido por um valor mais baixo. Para quem usa rede social e outros apps leves. Nao da muito desempenho e trava as vezes (aquela travada rapida nao atrapalha para quem usa pouco). Tem uma boa estrutura externa e acabamento.;4
a13;;Produto da Samsung muito bom!;4
a13;;pontuaria duas questoes apenas: esse modelo merecia um processador/processamento melhor para ficar ideal outro ponto sao as fotos com zoom que ficam estranhas e encrespadas. fotografia com zoom e algo que nao irei explorar tanto com ele.Pontuado tudo isso ta satisfeito com a compra!;4
a13;;Celular e bom ate agora ta otimo;4
a13;;Um bom aparelho bom tamanho so nao vem fone!;4
a13;;Um bom aparelho camera boa mas nao vem com fone ta leiam a descrivao q la informa q nao vem fone!;4
a13;;Um bom aparelho so pecou na falta de fone de ouvido;4
a13;;sobretudo tem bom custo-beneficio e bonito mas o acabamento e todo em plastico incluindo as laterais [nao possui aquela borda metalica] ele tem boa qualidade de som [ja ouvi outros melhores] e pra quem nao conhece smartphones a fundo como eu o produto e muito bom e nao me decepcionou;4
a13;;Aparelho de otima qualidade;4
a13;;custo beneficio;4
a13;;Muito bom atendeu a expectativa...;4
a13;;Celular Bom poderia ter outro meio de biometria e mais funcoes.;4
a13;;Produto muito bom;4
a13;;Um excelente produto;4
a13;;Um bom celular mas deixou a desejar por nao vim fone sei q nao e culpa da americanas e sim da samsung!;4
a13;;Boa qualidade.;4
a13;;Recomendo aquem quiser comprar o produto tem otima qualidade;4
a13;;Muito bom produto otimo custo-benficio gostei;4
a13;;Falta o fone de ouvido. Nao vejo o motivo claramente para se tirar o acessorio.;4
a13;;Aparelho muito bom recomendo so nao recomendo comprar nesse valor o meu saiu bem mais barato so procurar...;4
a13;;N«üO USEI AINDA DEVIDO O ERRO L;4
a13;;Telefone muito bom so a bateria que nao dura muito.;4
a13;;Excelente produto custo beneficio comprei p uma amiga ela amou.;5
a13;;Top gostei muito;5
a13;;Otimo produto telefone rapido e pratico de usar;5
a13;;Otimo intermediario com bastante espaco e memoria RAM ta rodando tudo aqui sem problemas.;5
a13;;excelente custo beneficio;5
a13;;Otimo produdo atendeu minhas espctativas;5
a13;;Muitissimo util e adequado;5
a13;;Bateria incrivel e processador rapido..;5
a13;;Otimo produto e otimo custo beneficio. A entrega foi pontual. O produto nao acompanha fone mas e de otima qualidade. O melhor aparelho da categoria nessa faixa de preco.;5
a13;;Produto de excelente qualidade perfeito bonito e tem todas as funcoes que necessito e um custo beneficio muito bom. Excelente compra...;5
a13;;Produto bom e custo beneficio gostei comprem;5
a13;;Muito;5
a13;;Chegou rapido muito bonito produto obrigado.;5
a13;;Muito bom!;5
a13;;Celular com otimo desempenho camera excelente.;5
a13;;Produto excelente;5
a13;;Eu ja conhecia o produto e o preco foi super acessivel;5
a13;;Eu comprei para dar de presente para minha sogra e ela adorou!;5
a13;;Otimo produto;5
a13;;Celular e muito bom nao trava camera perfeita chegou antes da data prevista super recomendo.;5
a13;;O telefone e muito bom pena que nao veio com o fone mas superou minhas espectativas.;5
a13;;muito bonito;5
a13;;Otimo produto;5
a13;;Eu simplesmente adorei o produto alem de ter bastante memoria ele e muito bonito tem a camera boa e uma bateria otima demora 1 dia inteiro pra descarregar e carrega super rapido nota dez.;5
a13;;Perfeito lindo.otima qualidade.;5
a13;;Otimo produto;5
a13;;Celular muito bom. Minha esposa adorou.;5
a13;;ELE E MUITO BOM GOSTEI MUITO DELE;5
a13;;muito bom entregou bem antes do anunciado parabens;5
a13;;Adorei um otimo celular otimo custo beneficio.;5
a13;;Excelente aparelho moderno e eficaz;5
a13;;Produto otimo e memoria excelente;5
a13;;Otimo e bonito;5
a13;;Excelente pruduto veio bem embalado e a entrega foi dentro da data prevista;5
a13;;Otimo produto;5
a13;;ATENDEU AS EXPECTATIVAS OTIMO CUSTO BENEFIçCIO;5
a13;;Muito bom podem comprar.;5
a13;;lindo e otimo produto;5
a13;;Comprei para um amigo ele adorou a camera e excelente;5
a13;;Amei bem leve;5
a13;;Chegou muito rapido uns 20 dias antes. Sempre chega bem lacrado e bem cuidado. Muito bom. Recomendoç;5
a13;;Excelente telefone. Minha mae esta adorando. Sem contar que a entrega foi super rapida apenas dois dias apos a compra;5
a13;;Otimo produto;5
a13;;Ja e o segundo que comprei tudo perfeito rapido!!!;5
a13;;Muito bom;5
a13;;Gostei bastante entrega rapida otimo custo beneficio;5
a13;;Celular otimo chegou bem antes do dia que estava previsto o frete.;5
a13;;Muito bom cor tamanho.;5
a13;;APARELHO BOM E MODERNO;5
a13;;Chegou super rapido mesmo eu estando no interior;5
a13;;fiz o pedido dia 13/12 e ele chegou dia 24/12 chegou direitinho e bem embalado ja estou usando o aparelho e ele esta funcionando perfeitamente nao trava e a bateria dura um dia inteiro de uso frequente gostei bastante;5
a13;;Minha mae amou o celular muito bom.;5
a13;;Otima qualidade.;5
a13;;Lindo otimo aparelho porem a entrega deixou a desejar;5
a13;;Muito bom excelente qualidade comprei pra presente e meu filho gostou esta satisfeito. Entrega foi antes do tempo previsto bem lacrado e bem embalado.;5
a13;;O upgrade que foi dado nesse celular em relacao a versao do ano passado foi muito boa.;5
a13;;Produto chegou bem embalado e no prazo correto.;5
a13;;Produto muito bom. Atende expectativa.;5
a13;;Minha esposa esta amando o novo celular delaè;5
a13;;Atendeu minhas expectativas;5
a13;;Excelente produto entrega ok. Eu indico.;5
a13;;Otimo produto recomendo para voces compraria novamente;5
a13;;Otimo produto.;5
a13;;Amei o celular e otimo nao trava as camaras tem a imagem muito boa;5
a13;;Recomendo a todos podem comprar;5
a13;;Me atende super bem e tem bastante espaco na memoria.;5
a13;;ENTREGA SUPER RAPIDA E PRECO CONVIDATIVO;5
a13;;otimo desempenho e lindo designer... adoreeei e nao tive complicacoes pra receber o produto.;5
a13;;Superou minhas expectativas;5
a13;;Celular bom e dura abilidade bateria e processador rapido gostei muito e entrega rapida de mais;5
a13;;O celular veio muito bom sem problema nenhum gracas a Deus deu tudo certo os produtos ai e 100% digital bom demais nao tem o que dizer recomendo para todos vcs;5
a13;;Tudo de bom pra o que usso bonito e eficiente facil de usar estou a.amando;5
a13;;Muito bom;5
a13;;Eu particularmente nao tenho do que reclamar do celular. Ele e bem rapido e a bateria e muito duravel. So estou sentindo falta da Pasta Segura que nao vem neste modelo. Mesmo assim recomendo.;5
a13;;Celular top bastante memoria funciona muito bem.;5
a13;;Chegou antes do prazo otima qualidade.;5
a13;;Chegou rapido;5
a13;;Comprei de presente pra minha tia do interior ela gostou demais.;5
a13;;Toop entrega rapida tudo um show;5
a13;;avaliacao positiva. funciona perfeitamente bem. conseguimos torna- lo totalmente operacional. usamos como uma ferramenta da nossa loja.;5
a13;;Camera otima;5
a13;;otimo e com bom preco;5
a13;;Produto de qualidade a bateria dura muito memoria excelente e entrega rapida.;5
a13;;Celular atende todos os requisitos tanto quem gosta de uma boa camera e quem precisa de espaco de armazenamento fotos docs... vale a pena.;5
a13;;E maravilhoso;5
a13;;Entrega um mes antes do prazo;5
a13;;Otimo produto;5
a13;;Alem de bonito tem um volume bom tela bem legivel ainda nao testei as cameras. Custo beneficio.;5
a13;;produto muito bom;5
a13;;Gostei vem com carregador e a chave para abrir a entrada do chip;5
a13;;Produto simples e bom pra criancas de 5 a 15 anos;5
a13;;A qualidade e boa;5
a13;;Produto excelente e que suprir as minhas necessidade;5
a13;;Camera muito boa;5
a13;;Um celular maravilhoso. Tem muita memoria cumpri minhas necessidades.;5
a13;;Muito bom. Dei de presente ao meu marido e ele gostou muito. Funciona perfeitamente e chegou antes da data.;5
a13;;Tudo de acordo com o solicitado. O produto chegou bem mais rapido do que imaginava;5
a13;;Comprei pro meu filho ele amou;5
a13;;Muito rapida;5
a13;;Otimo super recomendo;5
a13;;Top.comprei 2;5
a13;;Celular muito bom facil de manusear;5
a13;;Boa qualidade;5
a13;;Entrega rapida;5
a13;;Me atende bem e o preco cabe no bolso;5
a13;;amei! tudo nele. principalmente a entrega rapida.;5
a13;;Muito bom gostei um otimo smartphone pelo custo e beneficio e muito bom recomendo comprar que nao vai se arrependerè;5
a13;;Atende as necessidades basicas;5
a13;;O celular e lindo excelente configuracao. So a camera que nao entrega tudo que promete mas eu nao fotografa e faz panoramas bem legais;5
a13;;Produto veio bem embalado. Em perfeito estado. Entregue bem antes do prazo.;5
a13;;Ele muito bom adorei super recomendo veio bem certo;5
a13;;Maravilhoso esse celular camera de otima qualidade... celular chegou antes do prazo;5
a13;;Atendeu a minhas expectativas.;5
a13;;Adquiri inicio do ano e ate agora nao tive nenhum problema me surpreendeu a durabilidade da bateria. Otimo aparelho. Super indico.;5
a13;;Otimo recomendo;5
a13;;Celular atende o uso de redes sociais!;5
a13;;Produto otimo. Custo beneficio melhor ainda. Entrega muito rapida.;5
a13;;Compre sem medo chegou tudo certinho muito rapido;5
a13;;Comprei celular para meu pai. Ele amou.;5
a13;;Produto excelente;5
a13;;Valeu a pena Alem de estar em otimo valor ele e lindo.;5
a13;;Produto e muito bom e um otimo custo beneficio;5
a13;;Muito bom atendeu todas as minhas expectativas;5
a13;;Celular muito bom;5
a13;;Atendeu para o fim que foi adquirido;5
a13;;Tudo certinho atendeu as expectativas compra segura.;5
a13;;Perfeito amei eu ja usava um do mesmo;5
a13;;Olha camera nao e grande coisa mais vale o custo beneficio;5
a13;;Chegou super rapido. Mt antes da data prevista.;5
a13;;Otimo produto;5
a13;;Excelente produto vale muito a pena;5
a13;;Comprei pro meu filho de 12 anos e segundo ele o parelho e bom.;5
a13;;So nao gostei pq nao veio fone;5
a13;;Excelente. Estou mto satisfeita!;5
a13;;O produto e excelente. Pode.comprar sem medo.;5
a13;;Muito bom carrega rapido e a bateria dura o dia todo.;5
a13;;Excelente aquisicao!;5
a13;;MUITO BOM E FACIL DE NAVEGAR;5
a13;;Nota 1000 bateria absurda..;5
a13;;Meu filho amou o celular preco otimo entrega rapida;5
a13;;Muito bom gostei muito e chegou antes do prometido;5
a13;;Superou minha expectativa;5
a13;;Chegou bem embalado;5
a13;;Otimo recomendo;5
a13;;Ate o momento estou gostando muito do celular so nao e muito alto e nem tem a opcao de espelhamento tive q baixar um aplicativo. Fora isso e muito bom e a entrega super rapida;5
a13;;Otimo produto entrega com rapidez e seguranca.;5
a13;;Comprei dois muito bom atendeu minhas expectativas;5
a13;;Produto em excelente estado e ainda chegou antes do prazo estabelecido. Amei!;5
a13;;indico de olhos fechado;5
a13;;o celular e muito bom nao trava e a qualidade da camera e boa tambem. nao me arrependi de comprar.;5
a13;;Produtos conforte o anunciado;5
a13;;produto maravilhoso tudo de bom super indicp;5
a13;;Excelente qualidade muito bom mesmo!!;5
a13;;Chegou rapido comprei de presente pro meu esposo e ele amou. Excelente custo- beneficio;5
a13;;Otima camera! Aparelho resistente;5
a13;;Veuo certinho gostei muito;5
a13;;Excelente produto recomendo a todos!;5
a13;;Otimo Celular;5
a13;;BOMMMM PRATICO LEGAL BOM;5
a13;;E de muito boa qualidade;5
a13;;Meu marido amou o smartphone e bonito rapido funcional... atende muito bem.;5
a13;;Gostei muito estou satisfeito;5
a13;;Otimo produto compraria novamente.;5
a13;;Produto de facil manuseio e com uma boa camera.;5
a13;;Celular muito bom produtos da Samsung e excelente otimo Celular preco excelente tambem.;5
a13;;Chegou super rapido veio tudo direitinho gostei do tamanho velocidade e camera. Otimo custo comprem.;5
a13;;O celular atende as necessidades de uma crianca;5
a13;;Rapido a entrega o celular nao trava;5
a13;;Atende minhas necessidades...muito bom;5
a13;;Otimo produto;5
a13;;Meu celular anterior era o SAMSUNG J5 PRIME que comprei em 2017 nunca tive problema com ele. Comprei o SAMSUNG A13 para ampliar a capacidade de processamento e de armazenamento. Nao gosto muito de tela grande pois o anterior o celular era menor mas espero que o novo celular seja tao bom quanto o modelo anterior duravel!;5
a13;;Meu pai gostou muito.;5
a13;;Muito bom gostei!;5
a13;;Superou minhas espectativas de otima qualidade.;5
a13;;recomendo Produto de otimo qualidade chegou antes do prazo;5
a13;;Otima atendeu muito bem!!;5
a13;;Excelente superou as expectativas;5
a13;;Excelente produto;5
a13;;Amei o produto;5
a13;;Cumpre o que promete.;5
a13;;Gostei muito do aparelho. Preco e qualidade bom;5
a13;;Amei ele tem otima memoria;5
a13;;Gostei muito;5
a13;;Muito bom o aparelho;5
a13;;produto excelente sou fiel a marca Samsung.;5
